name,Composition,Majority composition,Closest competing phase distance,Farthest competing phase distance,Stoichiometry complexity index,Formation energy,Normalized formation energy,Gradient difference,Normalized gradient difference,Decomposition energy,Normalized decomposition energy,Atomic radius ratio,Atomic mass_avg,Electronegativity_avg,Atomic radius_avg,Ionization energy_avg,Electron affinity_avg,Melting temperature_avg,Boiling temperature_avg,Density_avg,Latent heat_avg,Atomic number_avg,Mendeleev number_avg,Periodic table row_avg,Periodic table column_avg,Molar volume_avg,Valence electrons_avg,Valence electrons s_avg,Valence electrons p_avg,Valence electrons d_avg,Valence electrons f_avg,Unfilled electrons s_avg,Unfilled electrons p_avg,Unfilled electrons d_avg,Unfilled electrons f_avg,Lattice average_avg,Lattice sdev_avg,Angle sdev_avg,Atomic mass_max,Electronegativity_max,Atomic radius_max,Ionization energy_max,Electron affinity_max,Melting temperature_max,Boiling temperature_max,Density_max,Latent heat_max,Atomic number_max,Mendeleev number_max,Periodic table row_max,Periodic table column_max,Molar volume_max,Valence electrons_max,Valence electrons s_max,Valence electrons p_max,Valence electrons d_max,Valence electrons f_max,Unfilled electrons s_max,Unfilled electrons p_max,Unfilled electrons d_max,Unfilled electrons f_max,Lattice average_max,Lattice sdev_max,Angle sdev_max,Atomic mass_min,Electronegativity_min,Atomic radius_min,Ionization energy_min,Electron affinity_min,Melting temperature_min,Boiling temperature_min,Density_min,Latent heat_min,Atomic number_min,Mendeleev number_min,Periodic table row_min,Periodic table column_min,Molar volume_min,Valence electrons_min,Valence electrons s_min,Valence electrons p_min,Valence electrons d_min,Valence electrons f_min,Unfilled electrons s_min,Unfilled electrons p_min,Unfilled electrons d_min,Unfilled electrons f_min,Lattice average_min,Lattice sdev_min,Angle sdev_min,Atomic mass_dif,Electronegativity_dif,Atomic radius_dif,Ionization energy_dif,Electron affinity_dif,Melting temperature_dif,Boiling temperature_dif,Density_dif,Latent heat_dif,Atomic number_dif,Mendeleev number_dif,Periodic table row_dif,Periodic table column_dif,Molar volume_dif,Valence electrons_dif,Valence electrons s_dif,Valence electrons p_dif,Valence electrons d_dif,Valence electrons f_dif,Unfilled electrons s_dif,Unfilled electrons p_dif,Unfilled electrons d_dif,Unfilled electrons f_dif,Lattice average_dif,Lattice sdev_dif,Angle sdev_dif,Melting,CommonPair,Congruency
CeZn11,0.083333333,0.416666667,0.021929825,0.083333333,12,-0.219840377,0.631445787,0.850296534,2.442300052,0.014762093,-0.042401043,1.690647482,71.62633331,1.605833334,147,9.072750001,-0.203412793,724.2066665,1389.749999,7.103666667,7.195833334,32.33333332,64.50000002,4.166666666,12.66666666,1.01E-05,11.33333334,2,0,9.16666667,0.166666666,0,6,0.83333333,13.83333333,0.367257222,0.159856261,17.32050808,140.116,1.65,235,9.394,3.0590465,1071,3697,7.134,7.35,58,69,6,20,2.09E-05,12,2,0,10,2,0,6,10,14,0.638266667,0.469328034,17.32050808,65.4,1.12,139,5.539,-0.5,692.68,1180,6.77,5.5,30,15,4,12,9.16E-06,4,2,0,0,0,0,6,0,12,0.34262,0.131722464,17.32050808,74.716,0.53,96,3.855,3.5590465,378.32,2517,0.364,1.85,28,54,2,8,1.17E-05,8,0,0,10,2,0,0,10,2,0.295646667,0.33760557,0,,,
CoCl3,0.75,0.25,0.083333333,0.25,4,-0.864479338,1,4.054238562,4.68980389,0.253389909,-0.293112742,1.097142858,41.3207975,2.84,179.25,11.69625,0.3435075,570.7375,979.3325,2.2174105,6.45,19.5,85,3.25,15,0.008274905,7.5,2,3.75,1.75,0,0,2.25,8.25,14,0.550495833,0.158508387,4.33012702,58.93319,3.16,192,12.968,0.43283,1768,3200,8.86,16.2,27,94,4,17,0.011031,9,2,5,7,0,0,6,10,14,0.633023333,0.18130883,17.32050808,35.45,1.88,175,7.881,0.07554,171.65,239.11,0.003214,3.2,17,58,3,9,6.62E-06,7,2,0,0,0,0,1,3,14,0.302913333,0.090107057,0,23.48319,1.28,17,5.087,0.35729,1596.35,2960.89,8.856786,13,10,36,1,8,0.01102438,2,0,5,7,0,0,5,7,0,0.33011,0.091201773,17.32050808,,,
CoCl2,0.666666667,0.166666667,0.083333333,0.666666667,3,-0.814785904,0.942516343,0.625857645,0.723970623,0.046359825,-0.053627453,1.097142858,43.27772999,2.733333334,180.6666667,11.27233334,0.313733333,703.7666661,1226.073332,2.955475997,7.533333329,20.33333333,82.00000001,3.333333333,14.33333334,0.007356207,7.666666666,2,3.333333335,2.333333331,0,0,2.666666665,7.666666669,14,0.522986666,0.150908239,5.773502688,58.93319,3.16,192,12.968,0.43283,1768,3200,8.86,16.2,27,94,4,17,0.011031,9,2,5,7,0,0,6,10,14,0.633023333,0.18130883,17.32050808,35.45,1.88,175,7.881,0.07554,171.65,239.11,0.003214,3.2,17,58,3,9,6.62E-06,7,2,0,0,0,0,1,3,14,0.302913333,0.090107057,0,23.48319,1.28,17,5.087,0.35729,1596.35,2960.89,8.856786,13,10,36,1,8,0.01102438,2,0,5,7,0,0,5,7,0,0.33011,0.091201773,17.32050808,,,
CrCl4,0.8,0.3,0.05,0.2,5,-1.178285597,0.850137638,1.737261545,1.253440957,0.069490462,-0.050137638,1.08,38.7592,2.86,177.8,11.7278,0.4465558,573.32,780.088,1.4325712,6.66,18.4,85,3.2,14.8,0.008826256,6.8,1.8,4,1,0,0.2,2,9,14,0.564118666,0.145047064,0,51.996,3.16,189,12.968,0.501459,2180,2944,7.15,20.5,24,94,4,17,0.011031,7,2,5,5,0,1,6,10,14,0.633023333,0.18130883,0,35.45,1.66,175,6.767,0.43283,171.65,239.11,0.003214,3.2,17,49,3,6,7.28E-06,6,1,0,0,0,0,1,5,14,0.2885,0,0,16.546,1.5,14,6.201,0.068629,2008.35,2704.89,7.146786,17.3,7,45,1,11,0.01102372,1,1,5,5,0,1,5,5,0,0.344523333,0.18130883,0,,,
CrCl3,0.75,0.25,0.05,0.75,4,-1.385993919,1,6.002158332,4.330580567,0.281351172,-0.202995964,1.08,39.5865,2.785,178.5,11.41775,0.44998725,673.7375,915.3325,1.7899105,7.525,18.75,82.75,3.25,14.25,0.00827507,6.75,1.75,3.75,1.25,0,0.25,2.25,8.75,14,0.5468925,0.135981623,0,51.996,3.16,189,12.968,0.501459,2180,2944,7.15,20.5,24,94,4,17,0.011031,7,2,5,5,0,1,6,10,14,0.633023333,0.18130883,0,35.45,1.66,175,6.767,0.43283,171.65,239.11,0.003214,3.2,17,49,3,6,7.28E-06,6,1,0,0,0,0,1,5,14,0.2885,0,0,16.546,1.5,14,6.201,0.068629,2008.35,2704.89,7.146786,17.3,7,45,1,11,0.01102372,1,1,5,5,0,1,5,5,0,0.344523333,0.18130883,0,,,
CsCl4,0.8,0.3,0.05,0.2,5,-1.129645829,0.524457362,2.034339825,0.944476995,0.081373593,-0.03777908,1.959999999,54.9410904,2.686,208.6,11.1532,0.568678,197.638,380.088,0.3885712,2.978,24.6,76.2,3.6,13.8,0.00883894,5.8,1.8,4,0,0,0.2,2,10,14,0.629238666,0.145047064,0,132.905452,3.16,343,12.968,1.11207,301.59,944,1.93,3.2,55,94,6,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.79,175,3.894,0.43283,171.65,239.11,0.003214,2.09,17,5,3,1,7.07E-05,1,1,0,0,0,0,1,10,14,0.6141,0,0,97.455452,2.37,168,9.074,0.67924,129.94,704.89,1.926786,1.11,38,89,3,16,0.0109603,6,1,5,0,0,1,5,0,0,0.018923333,0.18130883,0,,,
CsCl3,0.75,0.25,0.05,0.083333333,4,-1.310340295,0.608347853,0.110492018,0.051297806,0.003452876,-0.001603056,1.959999999,59.813863,2.5675,217,10.6995,0.60264,204.135,415.3325,0.4849105,2.9225,26.5,71.75,3.75,13,0.008290925,5.5,1.75,3.75,0,0,0.25,2.25,10,14,0.6282925,0.135981623,0,132.905452,3.16,343,12.968,1.11207,301.59,944,1.93,3.2,55,94,6,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.79,175,3.894,0.43283,171.65,239.11,0.003214,2.09,17,5,3,1,7.07E-05,1,1,0,0,0,0,1,10,14,0.6141,0,0,97.455452,2.37,168,9.074,0.67924,129.94,704.89,1.926786,1.11,38,89,3,16,0.0109603,6,1,5,0,0,1,5,0,0,0.018923333,0.18130883,0,,,
CsCl2,0.666666667,0.166666667,0.083333333,0.166666667,3,-1.602290069,0.743890519,0.193541895,0.089855129,0.010752327,-0.004991952,1.959999999,67.93515063,2.370000001,230.9999999,9.943333336,0.659243333,214.9633333,474.0733331,0.645475999,2.83,29.66666665,64.33333336,3.999999999,11.66666667,0.007377567,5.000000002,1.666666667,3.333333335,0,0,0.333333333,2.666666665,10,14,0.626715555,0.120872553,0,132.905452,3.16,343,12.968,1.11207,301.59,944,1.93,3.2,55,94,6,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.79,175,3.894,0.43283,171.65,239.11,0.003214,2.09,17,5,3,1,7.07E-05,1,1,0,0,0,0,1,10,14,0.6141,0,0,97.455452,2.37,168,9.074,0.67924,129.94,704.89,1.926786,1.11,38,89,3,16,0.0109603,6,1,5,0,0,1,5,0,0,0.018923333,0.18130883,0,,,
CsCl,0.5,0,0.166666667,0.5,2,-2.153932638,1,7.617720683,3.53665688,0.952215087,-0.442082111,1.959999999,84.177726,1.975,259,8.431,0.77245,236.62,591.555,0.966607,2.645,36,49.5,4.5,9,0.00555085,4,1.5,2.5,0,0,0.5,3.5,10,14,0.623561667,0.090654415,0,132.905452,3.16,343,12.968,1.11207,301.59,944,1.93,3.2,55,94,6,17,0.011031,7,2,5,0,0,1,6,10,14,0.633023333,0.18130883,0,35.45,0.79,175,3.894,0.43283,171.65,239.11,0.003214,2.09,17,5,3,1,7.07E-05,1,1,0,0,0,0,1,10,14,0.6141,0,0,97.455452,2.37,168,9.074,0.67924,129.94,704.89,1.926786,1.11,38,89,3,16,0.0109603,6,1,5,0,0,1,5,0,0,0.018923333,0.18130883,0,,,
CuCl3,0.75,0.25,0.083333333,0.25,4,-0.58863346,0.815112448,0.75233527,1.041799159,0.047020954,-0.065112447,1.25,42.475,2.845,166.25,11.6575,0.4935825,468.18,888.0825,2.2356605,5.675,20,86.5,3.25,15.5,0.00827503,8,1.75,3.75,2.5,0,0.25,2.25,7.5,14,0.5651475,0.135981623,0,63.55,3.16,175,12.968,0.67584,1357.77,2835,8.933,13.1,29,94,4,17,0.011031,11,2,5,10,0,1,6,10,14,0.633023333,0.18130883,0,35.45,1.9,140,7.726,0.43283,171.65,239.11,0.003214,3.2,17,64,3,11,7.12E-06,7,1,0,0,0,0,1,0,14,0.36152,0,0,28.1,1.26,35,5.242,0.24301,1186.12,2595.89,8.929786,9.9,12,30,1,6,0.01102388,4,1,5,10,0,1,5,10,0,0.271503333,0.18130883,0,,,
CuCl2,0.666666667,0.166666667,0.083333333,0.166666667,3,-0.722150007,1,2.296763039,3.180451453,0.127597946,-0.176691747,1.25,44.81666666,2.74,163.3333333,11.22066667,0.513833333,567.0233329,1104.406666,2.97980933,6.499999997,21,84.00000001,3.333333333,15,0.007356373,8.333333332,1.666666667,3.333333335,3.33333333,0,0.333333333,2.666666665,6.66666667,14,0.542522222,0.120872553,0,63.55,3.16,175,12.968,0.67584,1357.77,2835,8.933,13.1,29,94,4,17,0.011031,11,2,5,10,0,1,6,10,14,0.633023333,0.18130883,0,35.45,1.9,140,7.726,0.43283,171.65,239.11,0.003214,3.2,17,64,3,11,7.12E-06,7,1,0,0,0,0,1,0,14,0.36152,0,0,28.1,1.26,35,5.242,0.24301,1186.12,2595.89,8.929786,9.9,12,30,1,6,0.01102388,4,1,5,10,0,1,5,10,0,0.271503333,0.18130883,0,,,
CuCl,0.5,0,0.166666667,0.5,2,-0.606389262,0.839699863,0.518214055,0.717598906,0.064776757,-0.089699863,1.25,49.5,2.53,157.5,10.347,0.554335,764.71,1537.055,4.468107,8.15,23,79,3.5,14,0.00551906,9,1.5,2.5,5,0,0.5,3.5,5,14,0.497271667,0.090654415,0,63.55,3.16,175,12.968,0.67584,1357.77,2835,8.933,13.1,29,94,4,17,0.011031,11,2,5,10,0,1,6,10,14,0.633023333,0.18130883,0,35.45,1.9,140,7.726,0.43283,171.65,239.11,0.003214,3.2,17,64,3,11,7.12E-06,7,1,0,0,0,0,1,0,14,0.36152,0,0,28.1,1.26,35,5.242,0.24301,1186.12,2595.89,8.929786,9.9,12,30,1,6,0.01102388,4,1,5,10,0,1,5,10,0,0.271503333,0.18130883,0,,,
DyCl4,0.8,0.3,0.05,0.2,5,-2.115209702,0.824681503,1.58262779,0.617037575,0.063305112,-0.024681503,1.308571428,60.86,2.772,185.8,11.5622,0.365762,474.32,759.288,1.7125712,4.78,26.8,81.4,3.6,19.2,0.0088286,8,2,4,0,2,0,2,10,12,0.609526,0.172454781,0,162.5,3.16,229,12.968,0.43283,1685,2840,8.55,11.1,66,94,6,28,0.011031,12,2,5,0,10,0,6,10,14,0.633023333,0.18130883,0,35.45,1.22,175,5.939,0.09749,171.65,239.11,0.003214,3.2,17,31,3,17,1.90E-05,7,2,0,0,0,0,1,10,4,0.515536667,0.137038587,0,127.05,1.94,54,7.029,0.33534,1513.35,2600.89,8.546786,7.9,49,63,3,11,0.011012,5,0,5,0,10,0,5,0,10,0.117486666,0.044270243,0,,,
DyCl3,0.75,0.25,0.05,0.75,4,-2.564880738,1,12.4132617,4.839703274,0.581871642,-0.226861091,1.308571428,67.2125,2.675,188.5,11.21075,0.348995,549.9875,889.3325,2.1399105,5.175,29.25,78.25,3.75,19.75,0.008278,8.25,2,3.75,0,2.5,0,2.25,10,11.5,0.603651667,0.170241269,0,162.5,3.16,229,12.968,0.43283,1685,2840,8.55,11.1,66,94,6,28,0.011031,12,2,5,0,10,0,6,10,14,0.633023333,0.18130883,0,35.45,1.22,175,5.939,0.09749,171.65,239.11,0.003214,3.2,17,31,3,17,1.90E-05,7,2,0,0,0,0,1,10,4,0.515536667,0.137038587,0,127.05,1.94,54,7.029,0.33534,1513.35,2600.89,8.546786,7.9,49,63,3,11,0.011012,5,0,5,0,10,0,5,0,10,0.117486666,0.044270243,0,,,
ErCl4,0.8,0.3,0.05,0.2,5,-2.11566677,0.824698318,1.58401595,0.617457961,0.063360638,-0.024698318,1.342857143,61.812,2.776,187,11.596,0.378664,497.72,819.488,1.8165712,6.54,27.2,82.2,3.6,19.6,0.00882848,8.4,2,4,0,2.4,0,2,10,11.6,0.608218666,0.145047064,0,167.26,3.16,235,12.968,0.43283,1802,3141,9.07,19.9,68,94,6,30,0.011031,14,2,5,0,12,0,6,10,14,0.633023333,0.18130883,0,35.45,1.24,175,6.108,0.162,171.65,239.11,0.003214,3.2,17,35,3,17,1.84E-05,7,2,0,0,0,0,1,10,2,0.509,0,0,131.81,1.92,60,6.86,0.27083,1630.35,2901.89,9.066786,16.7,51,59,3,13,0.0110126,7,0,5,0,12,0,5,0,12,0.124023333,0.18130883,0,,,
ErCl3,0.75,0.25,0.05,0.75,4,-2.565382665,1,12.41482812,4.839366964,0.581945068,-0.226845326,1.342857143,68.4025,2.68,190,11.253,0.3651225,579.2375,964.5825,2.2699105,7.375,29.75,79.25,3.75,20.25,0.00827785,8.75,2,3.75,0,3,0,2.25,10,11,0.6020175,0.135981623,0,167.26,3.16,235,12.968,0.43283,1802,3141,9.07,19.9,68,94,6,30,0.011031,14,2,5,0,12,0,6,10,14,0.633023333,0.18130883,0,35.45,1.24,175,6.108,0.162,171.65,239.11,0.003214,3.2,17,35,3,17,1.84E-05,7,2,0,0,0,0,1,10,2,0.509,0,0,131.81,1.92,60,6.86,0.27083,1630.35,2901.89,9.066786,16.7,51,59,3,13,0.0110126,7,0,5,0,12,0,5,0,12,0.124023333,0.18130883,0,,,
EuCl4,0.8,0.3,0.133333333,0.2,5,-1.741502245,0.612798518,0.454648747,0.159981464,0.0363719,-0.012798517,1.331428572,58.7528,2.528,186.6,11.5084,0.4577732,356.32,551.688,1.0505712,4.4,26.2,80.2,3.6,18.6,0.0088306,7.4,2,4,0,1.4,0,2,10,12.6,0.598538666,0.145047064,0,151.964,3.16,233,12.968,0.557546,1095,1802,5.24,9.2,63,94,6,25,0.011031,9,2,5,0,7,0,6,10,14,0.633023333,0.18130883,0,35.45,0,175,5.67,0.43283,171.65,239.11,0.003214,3.2,17,25,3,17,2.90E-05,7,2,0,0,0,0,1,10,7,0.4606,6.80E-17,0,116.514,3.16,58,7.298,0.124716,923.35,1562.89,5.236786,6,46,69,3,8,0.011002,2,0,5,0,7,0,5,0,7,0.172423333,0.18130883,0,,,
EuCl2,0.666666667,0.166666667,0.133333333,0.666666667,3,-2.841883906,1,12.51568834,4.404011124,1.390632034,-0.489334568,1.331428572,74.28799996,2.106666668,194.3333333,10.53533334,0.474402,479.433333,760.0733328,1.748809332,5.199999998,32.33333332,71.00000002,3.999999999,19.66666666,0.007363667,7.666666666,2,3.333333335,0,2.333333331,0,2.666666665,10,11.66666667,0.575548889,0.120872553,0,151.964,3.16,233,12.968,0.557546,1095,1802,5.24,9.2,63,94,6,25,0.011031,9,2,5,0,7,0,6,10,14,0.633023333,0.18130883,0,35.45,0,175,5.67,0.43283,171.65,239.11,0.003214,3.2,17,25,3,17,2.90E-05,7,2,0,0,0,0,1,10,7,0.4606,6.80E-17,0,116.514,3.16,58,7.298,0.124716,923.35,1562.89,5.236786,6,46,69,3,8,0.011002,2,0,5,0,7,0,5,0,7,0.172423333,0.18130883,0,,,
ClF,0.5,0,0.25,0.5,2,-0.679304544,0.710105581,0.249328432,0.260633486,0.041554739,-0.043438914,1.296296296,27.22420158,3.57,155,15.1955,0.181415,112.59,162.07,0.002455,1.73,13,93.5,2.5,17,0.0111165,7,2,5,0,0,0,1,10,14,0.650011667,0.090654415,0,35.45,3.98,175,17.423,0.43283,171.65,239.11,0.003214,3.2,17,94,3,17,0.011202,7,2,5,0,0,0,1,10,14,0.667,0.18130883,0,18.99840316,3.16,135,12.968,-0.07,53.53,85.03,0.001696,0.26,9,93,2,17,0.011031,7,2,5,0,0,0,1,10,14,0.633023333,1.36E-16,0,16.45159684,0.82,40,4.455,0.50283,118.12,154.08,0.001518,2.94,8,1,1,0,0.000171,0,0,0,0,0,0,0,0,0,0.033976667,0.18130883,0,,,
ClF3,0.25,0.25,0.083333333,0.25,4,-0.956624708,1,1.54739299,1.617554906,0.096712062,-0.101097181,1.296296296,23.11130237,3.775,145,16.30925,0.0557075,83.06,123.55,0.0020755,0.995,11,93.25,2.25,17,0.01115925,7,2,5,0,0,0,1,10,14,0.658505833,0.045327208,0,35.45,3.98,175,17.423,0.43283,171.65,239.11,0.003214,3.2,17,94,3,17,0.011202,7,2,5,0,0,0,1,10,14,0.667,0.18130883,0,18.99840316,3.16,135,12.968,-0.07,53.53,85.03,0.001696,0.26,9,93,2,17,0.011031,7,2,5,0,0,0,1,10,14,0.633023333,1.36E-16,0,16.45159684,0.82,40,4.455,0.50283,118.12,154.08,0.001518,2.94,8,1,1,0,0.000171,0,0,0,0,0,0,0,0,0,0.033976667,0.18130883,0,,,
ClF5,0.166666667,0.333333333,0.083333333,0.166666667,6,-0.920115347,0.961835231,5.082579737,5.313034144,0.28236554,-0.295168563,1.296296296,21.74033597,3.843333333,141.6666667,16.6805,0.013805,73.21666671,110.7100001,0.001949,0.750000001,10.33333334,93.16666667,2.166666667,17,0.0111735,7,2,5,0,0,0,1,10,14,0.661337222,0.030218138,0,35.45,3.98,175,17.423,0.43283,171.65,239.11,0.003214,3.2,17,94,3,17,0.011202,7,2,5,0,0,0,1,10,14,0.667,0.18130883,0,18.99840316,3.16,135,12.968,-0.07,53.53,85.03,0.001696,0.26,9,93,2,17,0.011031,7,2,5,0,0,0,1,10,14,0.633023333,1.36E-16,0,16.45159684,0.82,40,4.455,0.50283,118.12,154.08,0.001518,2.94,8,1,1,0,0.000171,0,0,0,0,0,0,0,0,0,0.033976667,0.18130883,0,,,
FeCl4,0.8,0.3,0.05,0.2,5,-0.794646623,0.80465197,0.114853135,0.116299244,0.004594125,-0.00465197,1.108571428,39.528,2.894,178.8,11.9548,0.383864,499.52,818.088,1.5773712,5.32,18.8,86.2,3.2,15.2,0.008826218,7.2,2,4,1.2,0,0,2,8.8,14,0.563722666,0.145047064,0,55.84,3.16,194,12.968,0.43283,1811,3134,7.874,13.8,26,94,4,17,0.011031,8,2,5,6,0,0,6,10,14,0.633023333,0.18130883,0,35.45,1.83,175,7.902,0.188,171.65,239.11,0.003214,3.2,17,55,3,8,7.09E-06,7,2,0,0,0,0,1,4,14,0.28652,0,0,20.39,1.33,19,5.066,0.24483,1639.35,2894.89,7.870786,10.6,9,39,1,9,0.01102391,1,0,5,6,0,0,5,6,0,0.346503333,0.18130883,0,,,
FeCl3,0.75,0.25,0.05,0.083333333,4,-0.987565622,1,4.121223085,4.173113151,0.128788221,-0.130409786,1.108571428,40.5475,2.8275,179.75,11.7015,0.3716225,581.4875,962.8325,1.9709105,5.85,19.25,84.25,3.25,14.75,0.008275023,7.25,2,3.75,1.5,0,0,2.25,8.5,14,0.5463975,0.135981623,0,55.84,3.16,194,12.968,0.43283,1811,3134,7.874,13.8,26,94,4,17,0.011031,8,2,5,6,0,0,6,10,14,0.633023333,0.18130883,0,35.45,1.83,175,7.902,0.188,171.65,239.11,0.003214,3.2,17,55,3,8,7.09E-06,7,2,0,0,0,0,1,4,14,0.28652,0,0,20.39,1.33,19,5.066,0.24483,1639.35,2894.89,7.870786,10.6,9,39,1,9,0.01102391,1,0,5,6,0,0,5,6,0,0.346503333,0.18130883,0,,,
FeCl2,0.666666667,0.166666667,0.083333333,0.666666667,3,-0.96566203,0.977820621,1.185649939,1.200578384,0.087825921,-0.088931732,1.108571428,42.24666666,2.716666667,181.3333333,11.27933334,0.35122,718.0999995,1204.073332,2.626809331,6.73333333,20,81.00000001,3.333333333,14,0.007356363,7.333333333,2,3.333333335,1.999999998,0,0,2.666666665,8.000000002,14,0.517522222,0.120872553,0,55.84,3.16,194,12.968,0.43283,1811,3134,7.874,13.8,26,94,4,17,0.011031,8,2,5,6,0,0,6,10,14,0.633023333,0.18130883,0,35.45,1.83,175,7.902,0.188,171.65,239.11,0.003214,3.2,17,55,3,8,7.09E-06,7,2,0,0,0,0,1,4,14,0.28652,0,0,20.39,1.33,19,5.066,0.24483,1639.35,2894.89,7.870786,10.6,9,39,1,9,0.01102391,1,0,5,6,0,0,5,6,0,0.346503333,0.18130883,0,,,
GaCl3,0.75,0.25,0.083333333,0.25,4,-1.375062479,1,6.862596253,4.990752317,0.428912265,-0.311922019,1.068571429,44.01825,2.8225,178,11.22575,0.3629315,204.465,798.5825,1.4799105,3.7975,20.5,89,3.25,16,0.0082762,6,2,4,2.5,0,0,2,7.5,14,0.768050833,0.250484615,4.33012702,69.723,3.16,187,12.968,0.43283,302.91,2477,5.91,5.59,31,94,4,17,0.011031,7,2,5,10,0,0,5,10,14,1.173133333,0.458011969,17.32050808,35.45,1.81,175,5.999,0.153236,171.65,239.11,0.003214,3.2,17,74,3,13,1.18E-05,3,2,1,0,0,0,1,0,14,0.633023333,0.18130883,0,34.273,1.35,12,6.969,0.279594,131.26,2237.89,5.906786,2.39,14,20,1,4,0.0110192,4,0,4,10,0,0,4,10,0,0.54011,0.276703139,17.32050808,,,
GaCl2,0.666666667,0.166666667,0.083333333,0.666666667,3,-1.261533618,0.917437307,0.529954089,0.385403643,0.039255858,-0.028548418,1.068571429,46.87433332,2.71,179,10.645,0.339632,215.4033333,985.0733326,1.972142665,3.996666666,21.66666666,87.33333334,3.333333333,15.66666667,0.007357933,5.666666668,2,3.666666668,3.33333333,0,0,2.333333332,6.66666667,14,0.813059999,0.27354321,5.773502688,69.723,3.16,187,12.968,0.43283,302.91,2477,5.91,5.59,31,94,4,17,0.011031,7,2,5,10,0,0,5,10,14,1.173133333,0.458011969,17.32050808,35.45,1.81,175,5.999,0.153236,171.65,239.11,0.003214,3.2,17,74,3,13,1.18E-05,3,2,1,0,0,0,1,0,14,0.633023333,0.18130883,0,34.273,1.35,12,6.969,0.279594,131.26,2237.89,5.906786,2.39,14,20,1,4,0.0110192,4,0,4,10,0,0,4,10,0,0.54011,0.276703139,17.32050808,,,
GdCl4,0.8,0.3,0.05,0.2,5,-2.112944988,0.825974508,1.66115016,0.649362711,0.066446006,-0.025974508,1.354285715,59.8,2.768,187.4,11.6044,0.460264,454.52,900.488,1.5825712,4.56,26.4,80.6,3.6,18.8,0.00882878,7.6,2,4,0,1.6,0,2,10,12.4,0.614418666,0.145047064,0,157.2,3.16,237,12.968,0.57,1586,3546,7.9,10,64,94,6,26,0.011031,10,2,5,0,8,0,6,10,14,0.633023333,0.18130883,0,35.45,1.2,175,6.15,0.43283,171.65,239.11,0.003214,3.2,17,27,3,17,1.99E-05,7,2,0,0,0,0,1,10,6,0.54,0,0,121.75,1.96,62,6.818,0.13717,1414.35,3306.89,7.896786,6.8,47,67,3,9,0.0110111,3,0,5,0,8,0,5,0,8,0.093023333,0.18130883,0,,,
GdCl3,0.75,0.25,0.05,0.15,4,-2.558123727,1,12.18663303,4.763895076,0.456998738,-0.178646065,1.354285715,65.8875,2.67,190.5,11.2635,0.4671225,525.2375,1065.8325,1.9774105,4.9,28.75,77.25,3.75,19.25,0.008278225,7.75,2,3.75,0,2,0,2.25,10,12,0.6097675,0.135981623,0,157.2,3.16,237,12.968,0.57,1586,3546,7.9,10,64,94,6,26,0.011031,10,2,5,0,8,0,6,10,14,0.633023333,0.18130883,0,35.45,1.2,175,6.15,0.43283,171.65,239.11,0.003214,3.2,17,27,3,17,1.99E-05,7,2,0,0,0,0,1,10,6,0.54,0,0,121.75,1.96,62,6.818,0.13717,1414.35,3306.89,7.896786,6.8,47,67,3,9,0.0110111,3,0,5,0,8,0,5,0,8,0.093023333,0.18130883,0,,,
Gd2Cl3,0.6,0.1,0.15,0.6,5,-2.06566499,0.807492213,0.159716736,0.06243511,0.019166008,-0.007492213,1.354285715,84.15,2.376,199.8,10.2408,0.487698,737.39,1561.866,3.1619284,5.92,35.8,67.2,4.2,20.6,0.00662656,8.2,2,3,0,3.2,0,3,10,10.8,0.595814,0.108785298,0,157.2,3.16,237,12.968,0.57,1586,3546,7.9,10,64,94,6,26,0.011031,10,2,5,0,8,0,6,10,14,0.633023333,0.18130883,0,35.45,1.2,175,6.15,0.43283,171.65,239.11,0.003214,3.2,17,27,3,17,1.99E-05,7,2,0,0,0,0,1,10,6,0.54,0,0,121.75,1.96,62,6.818,0.13717,1414.35,3306.89,7.896786,6.8,47,67,3,9,0.0110111,3,0,5,0,8,0,5,0,8,0.093023333,0.18130883,0,,,
GeCl4,0.8,0.3,0.133333333,0.2,5,-1.218752011,1,7.485444998,6.141893454,0.598835599,-0.491351476,1.205714286,42.886,2.93,182.2,11.9544,0.478716,379.6,812.488,1.0671712,8.92,20,91,3.2,16.4,0.00882752,6.4,2,4.4,2,0,0,1.6,8,14,0.619576666,0.145047064,0,72.63,3.16,211,12.968,0.66226,1211.4,3106,5.323,31.8,32,94,4,17,0.011031,7,2,5,10,0,0,4,10,14,0.633023333,0.18130883,0,35.45,2.01,175,7.9,0.43283,171.65,239.11,0.003214,3.2,17,79,3,14,1.36E-05,4,2,2,0,0,0,1,0,14,0.56579,0,0,37.18,1.15,36,5.068,0.22943,1039.75,2866.89,5.319786,28.6,15,15,1,3,0.0110174,3,0,3,10,0,0,3,10,0,0.067233333,0.18130883,0,,,
